0,0,0
0,838,336
0,834,337
0,834,337
0,835,335
0,830,337
0,833,331
0,835,334
0,831,330
0,832,332
0,828,331
0,825,331
0,824,327
0,826,328
0,824,325
0,822,323
0,825,320
0,817,322
0,819,319
0,820,318
0,822,318
0,817,315
0,812,316
0,814,314
0,815,312
0,813,309
0,811,309
0,811,309
0,808,308
0,804,307
0,802,306
0,805,306
0,803,306
0,802,304
0,802,307
0,801,303
0,802,303
0,797,297
0,798,299
0,797,299
0,793,298
0,790,296
0,793,296
0,789,297
0,791,292
0,790,290
0,787,290
0,786,291
0,788,290
0,787,289
0,785,287
0,785,286
0,784,284
0,782,283
0,780,283
0,781,282
0,781,280
0,777,278
0,778,277
0,779,277
0,778,276
0,776,274
0,774,272
0,774,271
0,773,273
0,773,272
0,772,271
0,771,269
0,769,268
0,767,266
0,766,265
0,766,265
0,765,264
0,763,263
0,763,262
0,763,260
0,761,259
0,760,258
0,759,256
0,758,256
0,757,256
0,755,254
0,754,253
0,753,253
0,751,252
0,750,251
0,749,250
0,748,249
0,747,248
0,747,247
0,747,246
0,745,245
0,744,244
0,744,243
0,743,242
0,741,241
0,741,240
0,739,239
0,738,238
0,737,237
0,736,236
0,735,235
0,735,234
0,733,233
0,732,232
0,730,231
0,730,230
0,729,229
0,727,228
0,726,227
0,726,226
0,725,225
0,724,224
0,723,223
0,721,222
0,721,221
0,721,220
0,720,219
0,719,218
0,718,217
0,716,216
0,715,215
0,714,214
0,713,213
0,712,212
0,711,211
0,710,210
0,709,209
0,708,208
0,707,207
0,706,206
0,705,205
0,704,204
0,703,203
0,702,202
0,701,201
0,700,200
0,699,199
0,698,198
0,697,197
0,696,196
0,695,195
0,694,194
0,693,193
0,692,192
0,691,191
0,690,190
0,689,189
0,688,188
0,687,187
0,686,186
0,685,185
0,684,184
0,683,183
0,682,182
0,681,181
0,680,180
0,679,179
0,678,178
0,677,177
0,676,176
0,675,175
0,674,174
0,673,173
0,672,172
0,671,171
0,670,170
0,669,169
0,668,168
0,667,167
0,666,166
0,665,165
0,664,164
0,663,163
0,662,162
0,661,161
0,660,160
0,659,159
0,658,158
0,657,157
0,656,156
0,655,155
0,654,154
0,653,153
0,652,152
0,651,151
0,650,150
0,649,149
0,648,148
0,647,147
0,646,146
0,645,145
0,644,144
0,643,143
0,642,142
0,641,141
0,640,140
0,639,139
0,638,138
0,637,137
0,636,136
0,635,135
0,634,134
0,633,133
0,632,132
0,631,131
0,630,130
0,629,129
0,628,128
0,627,127
0,626,126
0,625,125
0,624,124
0,623,123
0,622,122
0,621,121
0,620,120
0,619,119
0,618,118
0,617,117
0,616,116
0,615,115
0,614,114
0,613,113
0,612,112
0,611,111
0,610,110
0,609,109
0,608,108
0,607,107
0,606,106
0,605,105
0,604,104
0,603,103
0,602,102
0,601,101
0,600,100
0,599,99
0,598,98
0,597,97
0,596,96
0,595,95
0,594,94
0,593,93
0,592,92
0,591,91
0,590,90
0,589,89
0,588,88
0,587,87
0,586,86
0,585,85
0,584,84
0,583,83
0,582,82
0,581,81
0,580,80
0,579,79
0,578,78
0,577,77
0,576,76
0,575,75
0,574,74
0,573,73
0,572,72
0,571,71
0,570,70
0,569,69
0,568,68
0,567,67
0,566,66
0,565,65
0,564,64
0,563,63
0,562,62
0,561,61
0,560,60
0,559,59
0,558,58
0,557,57
0,556,56
0,555,55
0,554,54
0,553,53
0,552,52
0,551,51
0,550,50
0,549,49
0,548,48
0,547,47
0,546,46
0,545,45
0,544,44
0,543,43
0,542,42
0,541,41
0,540,40
0,539,39
0,538,38
0,537,37
0,536,36
0,535,35
0,534,34
0,533,33
0,532,32
0,531,31
0,530,30
0,529,29
0,528,28
0,527,27
0,526,26
0,525,25
0,524,24
0,523,23
0,522,22
0,521,21
0,520,20
0,519,19
0,518,18
0,517,17
0,516,16
0,515,15
0,514,14
0,513,13
0,512,12
0,511,11
0,510,10
0,509,9
0,508,8
0,507,7
0,506,6
0,505,5
0,504,4
0,503,3
0,502,2
0,501,1
0,500,0
0,499,0
0,498,0
0,497,0
0,496,0
0,495,0
0,494,0
0,493,0
0,492,0
0,491,0
0,490,0
0,489,0
0,488,0
0,487,0
0,486,0
0,485,0
0,484,0
0,483,0
0,482,0
0,481,0
0,480,0
0,479,0
0,478,0
0,477,0
0,476,0
0,475,0
0,474,0
0,473,0
0,472,0
0,471,0
0,470,0
0,469,0
0,468,0
0,467,0
0,466,0
0,465,0
0,464,0
0,463,0
0,462,0
0,461,0
0,460,0
0,459,0
0,458,0
0,457,0
0,456,0
0,455,0
0,454,0
0,453,0
0,452,0
0,451,0
0,450,0
0,449,0
0,448,0
0,447,0
0,446,0
0,445,0
0,444,0
0,443,0
0,442,0
0,441,0
0,440,0
0,439,0
0,438,0
0,437,0
0,436,0
0,435,0
0,434,0
0,433,0
0,432,0
0,431,0
0,430,0
0,429,0
0,428,0
0,427,0
0,426,0
0,425,0
0,424,0
0,423,0
0,422,0
0,421,0
0,420,0
0,419,0
0,418,0
0,417,0
0,416,0
0,415,0
0,414,0
0,413,0
0,412,0
0,411,0
0,410,0
0,409,0
0,408,0
0,407,0
0,406,0
0,405,0
0,404,0
0,403,0
0,402,0
0,401,0
0,400,0
0,399,0
0,398,0
0,397,0
0,396,0
0,395,0
0,394,0
0,393,0
0,392,0
0,391,0
0,390,0
0,389,0
0,388,0
0,387,0
0,386,0
0,385,0
0,384,0
0,383,0
0,382,0
0,381,0
0,380,0
0,379,0
0,378,0
0,377,0
0,376,0
0,375,0
0,374,0
0,373,0
0,372,0
0,371,0
0,370,0
0,369,0
0,368,0
0,367,0
0,366,0
0,365,0
0,364,0
0,363,0
0,362,0
0,361,0
0,360,0
0,359,0
0,358,0
0,357,0
0,356,0
0,355,0
0,354,0
0,353,0
0,352,0
0,351,0
0,350,0
0,349,0
0,348,0
0,347,0
0,346,0
0,345,0
0,344,0
0,343,0
0,342,0
0,341,0
0,340,0
0,339,0
0,338,0
0,337,0
0,336,0
0,335,0
0,334,0
0,333,0
0,332,0
0,331,0
0,330,0
0,329,0
0,328,0
0,327,0
0,326,0
0,325,0
0,324,0
0,323,0
0,322,0
0,321,0
0,320,0
0,319,0
0,318,0
0,317,0
0,316,0
0,315,0
0,314,0
0,313,0
0,312,0
0,311,0
0,310,0
0,309,0
0,308,0
0,307,0
0,306,0
0,305,0
0,304,0
0,303,0
0,302,0
0,301,0
0,300,0
0,299,0
0,298,0
0,297,0
0,296,0
0,295,0
0,294,0
0,293,0
0,292,0
0,291,0
0,290,0
0,289,0
0,288,0
0,287,0
0,286,0
